Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Cost Each
176805,Google Phone,1.0,600.0,04/01/19 15:50,"91 Lincoln St, Portland, OR 97035",450
176806,Macbook Pro Laptop,1.0,1700.0,04/22/19 13:26,"197 Cherry St, Austin, TX 73301",1275
176808,Google Phone,1.0,600.0,04/28/19 18:03,"933 Meadow St, San Francisco, CA 94016",450
176813,Google Phone,1.0,600.0,04/28/19 18:01,"269 Hill St, Atlanta, GA 30301",450
176825,LG Washing Machine,1.0,600.0,04/13/19 22:31,"338 6th St, San Francisco, CA 94016",600
176828,iPhone,1.0,700.0,04/07/19 22:13,"696 Highland St, Seattle, WA 98101",525
176866,ThinkPad Laptop,1.0,999.99,04/02/19 11:42,"338 West St, New York City, NY 10001",750
176878,ThinkPad Laptop,1.0,999.99,04/13/19 09:15,"161 Highland St, San Francisco, CA 94016",750
176903,iPhone,1.0,700.0,04/09/19 11:10,"684 Main St, Boston, MA 02215",525
176923,LG Washing Machine,1.0,600.0,04/26/19 12:48,"259 6th St, Los Angeles, CA 90001",600
176929,ThinkPad Laptop,1.0,999.99,04/11/19 22:13,"743 11th St, Dallas, TX 75001",750
176931,ThinkPad Laptop,1.0,999.99,04/13/19 08:47,"57 Pine St, New York City, NY 10001",750
176937,Google Phone,1.0,600.0,04/30/19 22:04,"980 7th St, Los Angeles, CA 90001",450
176957,Google Phone,1.0,600.0,04/06/19 18:22,"582 Church St, Boston, MA 02215",450
176974,ThinkPad Laptop,1.0,999.99,04/05/19 22:51,"789 Center St, Seattle, WA 98101",750
176981,Google Phone,1.0,600.0,04/01/19 11:29,"924 11th St, San Francisco, CA 94016",450
176982,iPhone,1.0,700.0,04/14/19 13:53,"237 Lake St, Los Angeles, CA 90001",525
176989,Google Phone,1.0,600.0,04/09/19 13:43,"346 9th St, Los Angeles, CA 90001",450
176993,iPhone,1.0,700.0,04/07/19 09:43,"28 South St, Los Angeles, CA 90001",525
176994,Google Phone,1.0,600.0,04/15/19 12:39,"628 12th St, Los Angeles, CA 90001",450
177020,Macbook Pro Laptop,1.0,1700.0,04/16/19 22:31,"606 Walnut St, Seattle, WA 98101",1275
177022,iPhone,1.0,700.0,04/17/19 18:14,"216 Chestnut St, Los Angeles, CA 90001",525
177032,iPhone,1.0,700.0,04/22/19 07:29,"307 7th St, San Francisco, CA 94016",525
177038,iPhone,1.0,700.0,04/03/19 12:11,"632 Sunset St, San Francisco, CA 94016",525
177066,Macbook Pro Laptop,1.0,1700.0,04/08/19 20:02,"278 10th St, San Francisco, CA 94016",1275
177069,iPhone,1.0,700.0,04/17/19 13:40,"295 Jackson St, Portland, OR 97035",525
177072,iPhone,1.0,700.0,04/01/19 13:11,"682 9th St, Portland, ME 04101",525
177085,iPhone,1.0,700.0,04/19/19 20:31,"770 Elm St, New York City, NY 10001",525
177100,ThinkPad Laptop,1.0,999.99,04/06/19 15:28,"93 Spruce St, Atlanta, GA 30301",750
177102,iPhone,1.0,700.0,04/24/19 05:19,"542 Center St, New York City, NY 10001",525
177103,ThinkPad Laptop,1.0,999.99,04/12/19 11:41,"532 10th St, Portland, OR 97035",750
177115,iPhone,1.0,700.0,04/19/19 19:10,"71 6th St, San Francisco, CA 94016",525
177117,ThinkPad Laptop,1.0,999.99,04/16/19 19:34,"564 Hill St, San Francisco, CA 94016",750
177120,Macbook Pro Laptop,1.0,1700.0,04/03/19 09:46,"371 Church St, New York City, NY 10001",1275
177130,LG Washing Machine,1.0,600.0,04/01/19 08:43,"777 Center St, Los Angeles, CA 90001",600
177135,iPhone,1.0,700.0,04/25/19 06:18,"528 Ridge St, Los Angeles, CA 90001",525
177145,LG Washing Machine,1.0,600.0,04/25/19 09:50,"790 Walnut St, San Francisco, CA 94016",600
177151,ThinkPad Laptop,1.0,999.99,04/11/19 10:24,"625 Spruce St, San Francisco, CA 94016",750
177152,ThinkPad Laptop,1.0,999.99,04/05/19 23:20,"587 9th St, Los Angeles, CA 90001",750
177167,iPhone,1.0,700.0,04/28/19 16:40,"39 Lakeview St, Boston, MA 02215",525
177168,Google Phone,1.0,600.0,04/12/19 10:22,"306 Jackson St, New York City, NY 10001",450
177175,Macbook Pro Laptop,1.0,1700.0,04/11/19 07:49,"603 Lake St, Los Angeles, CA 90001",1275
177178,iPhone,1.0,700.0,04/07/19 00:02,"342 Dogwood St, Seattle, WA 98101",525
177182,Macbook Pro Laptop,1.0,1700.0,04/10/19 22:00,"332 10th St, Los Angeles, CA 90001",1275
177182,ThinkPad Laptop,1.0,999.99,04/10/19 22:00,"332 10th St, Los Angeles, CA 90001",750
177187,Google Phone,1.0,600.0,04/04/19 18:08,"600 1st St, Seattle, WA 98101",450
177197,ThinkPad Laptop,1.0,999.99,04/17/19 16:01,"654 River St, New York City, NY 10001",750
177199,iPhone,1.0,700.0,04/21/19 01:09,"640 Hill St, Austin, TX 73301",525
177213,iPhone,1.0,700.0,04/25/19 10:04,"756 Lincoln St, Dallas, TX 75001",525
177216,Macbook Pro Laptop,1.0,1700.0,04/25/19 17:45,"712 12th St, Atlanta, GA 30301",1275
177217,Macbook Pro Laptop,1.0,1700.0,04/15/19 16:13,"262 Willow St, New York City, NY 10001",1275
177225,ThinkPad Laptop,1.0,999.99,04/05/19 00:02,"399 Church St, San Francisco, CA 94016",750
177228,Google Phone,1.0,600.0,04/17/19 19:38,"233 South St, Dallas, TX 75001",450
177230,iPhone,1.0,700.0,04/06/19 00:26,"16 River St, Portland, ME 04101",525
177233,Google Phone,1.0,600.0,04/25/19 15:59,"622 7th St, Portland, ME 04101",450
177239,iPhone,1.0,700.0,04/13/19 12:17,"336 Maple St, San Francisco, CA 94016",525
177270,Google Phone,1.0,600.0,04/22/19 20:34,"518 North St, Los Angeles, CA 90001",450
177310,iPhone,1.0,700.0,04/29/19 20:03,"68 Chestnut St, Los Angeles, CA 90001",525
177313,Macbook Pro Laptop,1.0,1700.0,04/11/19 17:19,"317 Madison St, San Francisco, CA 94016",1275
177316,iPhone,1.0,700.0,04/01/19 10:25,"454 4th St, Dallas, TX 75001",525
177318,iPhone,1.0,700.0,04/10/19 20:44,"484 10th St, New York City, NY 10001",525
177328,ThinkPad Laptop,1.0,999.99,04/17/19 22:24,"857 Ridge St, Boston, MA 02215",750
177329,iPhone,1.0,700.0,04/29/19 08:12,"653 Walnut St, Seattle, WA 98101",525
177344,Google Phone,1.0,600.0,04/20/19 19:54,"286 Jackson St, Los Angeles, CA 90001",450
177348,Macbook Pro Laptop,1.0,1700.0,04/04/19 18:11,"972 9th St, Seattle, WA 98101",1275
177350,Google Phone,1.0,600.0,04/21/19 13:55,"833 Wilson St, Portland, OR 97035",450
177351,iPhone,1.0,700.0,04/13/19 07:52,"844 6th St, Dallas, TX 75001",525
177353,Macbook Pro Laptop,1.0,1700.0,04/04/19 10:27,"654 South St, Portland, OR 97035",1275
177354,Google Phone,1.0,600.0,04/11/19 22:38,"432 Chestnut St, New York City, NY 10001",450
177359,Macbook Pro Laptop,1.0,1700.0,04/18/19 14:47,"143 Willow St, San Francisco, CA 94016",1275
177364,ThinkPad Laptop,1.0,999.99,04/29/19 15:59,"938 Forest St, Los Angeles, CA 90001",750
177367,Google Phone,1.0,600.0,04/05/19 07:52,"141 Chestnut St, San Francisco, CA 94016",450
177379,Google Phone,1.0,600.0,04/19/19 14:24,"673 South St, Boston, MA 02215",450
177383,LG Dryer,1.0,600.0,04/17/19 18:52,"759 Spruce St, Austin, TX 73301",600
177385,Macbook Pro Laptop,1.0,1700.0,04/11/19 12:08,"27 Adams St, San Francisco, CA 94016",1275
177422,Macbook Pro Laptop,1.0,1700.0,04/05/19 19:52,"368 Jackson St, San Francisco, CA 94016",1275
177430,iPhone,1.0,700.0,04/08/19 12:05,"821 Sunset St, Seattle, WA 98101",525
177440,Macbook Pro Laptop,1.0,1700.0,04/20/19 14:39,"156 Hickory St, Los Angeles, CA 90001",1275
177441,iPhone,1.0,700.0,04/16/19 14:38,"559 Elm St, Dallas, TX 75001",525
177448,Google Phone,1.0,600.0,04/24/19 19:38,"915 Forest St, Los Angeles, CA 90001",450
177449,Macbook Pro Laptop,1.0,1700.0,04/29/19 14:07,"272 Lakeview St, Portland, OR 97035",1275
177450,ThinkPad Laptop,1.0,999.99,04/17/19 19:32,"525 Meadow St, New York City, NY 10001",750
177453,iPhone,1.0,700.0,04/16/19 21:05,"865 Sunset St, Portland, OR 97035",525
177458,Macbook Pro Laptop,1.0,1700.0,04/29/19 08:17,"807 Wilson St, Dallas, TX 75001",1275
177465,Macbook Pro Laptop,1.0,1700.0,04/13/19 09:13,"655 13th St, Boston, MA 02215",1275
177473,Macbook Pro Laptop,1.0,1700.0,04/02/19 18:24,"844 12th St, New York City, NY 10001",1275
177479,ThinkPad Laptop,1.0,999.99,04/27/19 10:39,"941 Jefferson St, Boston, MA 02215",750
177481,iPhone,1.0,700.0,04/13/19 16:54,"135 Forest St, Dallas, TX 75001",525
177486,ThinkPad Laptop,1.0,999.99,04/21/19 16:24,"809 Highland St, Seattle, WA 98101",750
177486,Google Phone,1.0,600.0,04/21/19 16:24,"809 Highland St, Seattle, WA 98101",450
177492,ThinkPad Laptop,1.0,999.99,04/15/19 09:14,"60 Ridge St, San Francisco, CA 94016",750
177496,iPhone,1.0,700.0,04/07/19 19:54,"241 Walnut St, Los Angeles, CA 90001",525
177497,ThinkPad Laptop,1.0,999.99,04/16/19 10:30,"135 6th St, San Francisco, CA 94016",750
177504,Google Phone,1.0,600.0,04/10/19 14:39,"19 Cedar St, Boston, MA 02215",450
177505,ThinkPad Laptop,1.0,999.99,04/30/19 16:04,"823 Johnson St, Seattle, WA 98101",750
177506,iPhone,1.0,700.0,04/02/19 07:46,"656 Pine St, Los Angeles, CA 90001",525
177511,iPhone,1.0,700.0,04/07/19 17:38,"719 North St, Los Angeles, CA 90001",525
177522,iPhone,1.0,700.0,04/03/19 22:41,"139 Hill St, Portland, OR 97035",525
177534,Macbook Pro Laptop,1.0,1700.0,04/26/19 16:49,"504 Hill St, Los Angeles, CA 90001",1275
177535,Macbook Pro Laptop,1.0,1700.0,04/14/19 09:26,"305 Center St, Boston, MA 02215",1275
177540,Google Phone,1.0,600.0,04/02/19 18:23,"778 Washington St, Los Angeles, CA 90001",450
177543,Macbook Pro Laptop,1.0,1700.0,04/14/19 16:45,"42 Maple St, San Francisco, CA 94016",1275
177550,Macbook Pro Laptop,1.0,1700.0,04/27/19 20:15,"506 Lincoln St, Dallas, TX 75001",1275
177558,ThinkPad Laptop,1.0,999.99,04/10/19 22:50,"990 9th St, San Francisco, CA 94016",750
177569,Google Phone,1.0,600.0,04/27/19 10:31,"994 7th St, Los Angeles, CA 90001",450
177578,Google Phone,1.0,600.0,04/28/19 22:51,"752 Park St, Dallas, TX 75001",450
177591,ThinkPad Laptop,1.0,999.99,04/26/19 22:04,"121 9th St, San Francisco, CA 94016",750
177592,iPhone,1.0,700.0,04/19/19 11:10,"448 Maple St, San Francisco, CA 94016",525
177600,Google Phone,1.0,600.0,04/24/19 23:05,"575 Walnut St, San Francisco, CA 94016",450
177605,Google Phone,1.0,600.0,04/04/19 07:41,"825 Madison St, New York City, NY 10001",450
177626,iPhone,1.0,700.0,04/19/19 07:53,"523 Main St, Atlanta, GA 30301",525
177630,Macbook Pro Laptop,1.0,1700.0,04/15/19 09:29,"399 9th St, Seattle, WA 98101",1275
177638,Google Phone,1.0,600.0,04/04/19 12:44,"261 Center St, Portland, OR 97035",450
177650,Macbook Pro Laptop,1.0,1700.0,04/13/19 13:54,"20 4th St, Dallas, TX 75001",1275
177661,ThinkPad Laptop,1.0,999.99,04/15/19 21:07,"188 Johnson St, Dallas, TX 75001",750
177665,LG Washing Machine,1.0,600.0,04/25/19 18:08,"842 Center St, San Francisco, CA 94016",600
177668,Macbook Pro Laptop,1.0,1700.0,04/01/19 09:20,"953 Johnson St, Boston, MA 02215",1275
177672,Macbook Pro Laptop,1.0,1700.0,04/14/19 21:12,"709 Jackson St, Austin, TX 73301",1275
177676,iPhone,1.0,700.0,04/27/19 14:33,"126 Forest St, Boston, MA 02215",525
177681,Macbook Pro Laptop,1.0,1700.0,04/01/19 14:07,"259 7th St, Dallas, TX 75001",1275
177692,Google Phone,1.0,600.0,04/08/19 20:08,"588 Hickory St, New York City, NY 10001",450
177693,Google Phone,1.0,600.0,04/04/19 14:21,"138 Johnson St, Boston, MA 02215",450
177718,Google Phone,1.0,600.0,04/30/19 15:06,"938 Johnson St, Atlanta, GA 30301",450
177719,Google Phone,1.0,600.0,04/18/19 23:41,"533 Adams St, Los Angeles, CA 90001",450
177729,iPhone,1.0,700.0,04/13/19 20:25,"318 6th St, Atlanta, GA 30301",525
177739,ThinkPad Laptop,1.0,999.99,04/01/19 09:39,"984 Park St, Dallas, TX 75001",750
177752,Google Phone,1.0,600.0,04/23/19 13:42,"178 6th St, Los Angeles, CA 90001",450
177769,iPhone,1.0,700.0,04/14/19 22:54,"728 Church St, Atlanta, GA 30301",525
177773,iPhone,1.0,700.0,04/01/19 20:03,"435 8th St, Atlanta, GA 30301",525
177776,iPhone,1.0,700.0,04/21/19 15:23,"958 Center St, Los Angeles, CA 90001",525
177777,Google Phone,1.0,600.0,04/06/19 19:22,"483 Chestnut St, New York City, NY 10001",450
177778,iPhone,1.0,700.0,05/01/19 00:48,"478 West St, Boston, MA 02215",525
177797,iPhone,1.0,700.0,04/27/19 14:38,"128 11th St, San Francisco, CA 94016",525
177800,Google Phone,1.0,600.0,04/03/19 11:56,"880 9th St, Portland, ME 04101",450
177814,LG Washing Machine,1.0,600.0,04/11/19 16:04,"79 Johnson St, Atlanta, GA 30301",600
177817,ThinkPad Laptop,1.0,999.99,04/20/19 22:46,"379 Chestnut St, New York City, NY 10001",750
177839,ThinkPad Laptop,1.0,999.99,04/07/19 14:36,"449 13th St, San Francisco, CA 94016",750
177847,ThinkPad Laptop,1.0,999.99,04/11/19 01:55,"608 Wilson St, Los Angeles, CA 90001",750
177863,Macbook Pro Laptop,1.0,1700.0,04/29/19 16:22,"385 Lincoln St, San Francisco, CA 94016",1275
177874,iPhone,1.0,700.0,04/04/19 18:23,"334 Willow St, Boston, MA 02215",525
177877,Google Phone,1.0,600.0,04/24/19 23:59,"666 Pine St, San Francisco, CA 94016",450
177888,iPhone,1.0,700.0,04/07/19 18:11,"530 Jefferson St, San Francisco, CA 94016",525
177890,Macbook Pro Laptop,1.0,1700.0,04/08/19 15:47,"486 Park St, New York City, NY 10001",1275
177898,Google Phone,1.0,600.0,04/16/19 13:38,"928 6th St, Los Angeles, CA 90001",450
177906,Google Phone,1.0,600.0,04/15/19 04:59,"876 Wilson St, New York City, NY 10001",450
177910,LG Dryer,1.0,600.0,04/10/19 10:17,"370 1st St, Los Angeles, CA 90001",600
177971,iPhone,1.0,700.0,04/30/19 08:05,"81 Lincoln St, San Francisco, CA 94016",525
177977,iPhone,1.0,700.0,04/03/19 19:49,"725 Pine St, San Francisco, CA 94016",525
177996,iPhone,1.0,700.0,04/07/19 17:20,"37 Jackson St, Atlanta, GA 30301",525
177999,ThinkPad Laptop,1.0,999.99,04/15/19 11:04,"257 10th St, New York City, NY 10001",750
178003,iPhone,1.0,700.0,04/04/19 18:52,"824 11th St, San Francisco, CA 94016",525
178007,iPhone,1.0,700.0,04/14/19 13:54,"824 Jefferson St, New York City, NY 10001",525
178018,Macbook Pro Laptop,1.0,1700.0,04/27/19 15:23,"378 Dogwood St, Portland, OR 97035",1275
178023,Google Phone,1.0,600.0,04/08/19 21:03,"671 Cherry St, San Francisco, CA 94016",450
178026,Macbook Pro Laptop,1.0,1700.0,04/08/19 23:11,"508 Park St, Los Angeles, CA 90001",1275
178029,iPhone,1.0,700.0,04/06/19 21:15,"800 9th St, Los Angeles, CA 90001",525
178046,iPhone,1.0,700.0,04/05/19 10:26,"767 Spruce St, New York City, NY 10001",525
178058,Macbook Pro Laptop,1.0,1700.0,04/17/19 17:12,"437 Lakeview St, San Francisco, CA 94016",1275
178065,iPhone,1.0,700.0,04/11/19 10:10,"552 Pine St, Atlanta, GA 30301",525
178070,Google Phone,1.0,600.0,04/19/19 18:41,"375 Cherry St, Portland, OR 97035",450
178077,ThinkPad Laptop,1.0,999.99,04/06/19 03:09,"771 14th St, San Francisco, CA 94016",750
178083,iPhone,1.0,700.0,04/28/19 12:26,"109 Cherry St, San Francisco, CA 94016",525
178097,Macbook Pro Laptop,1.0,1700.0,04/03/19 10:48,"207 Elm St, Atlanta, GA 30301",1275
178110,LG Dryer,1.0,600.0,04/17/19 18:11,"453 Maple St, San Francisco, CA 94016",600
178118,iPhone,1.0,700.0,04/27/19 11:48,"139 Dogwood St, Boston, MA 02215",525
178119,iPhone,1.0,700.0,04/29/19 00:48,"453 9th St, Seattle, WA 98101",525
178129,ThinkPad Laptop,1.0,999.99,04/30/19 08:19,"918 Main St, Boston, MA 02215",750
178131,iPhone,1.0,700.0,04/29/19 09:04,"865 Main St, Atlanta, GA 30301",525
178143,Macbook Pro Laptop,1.0,1700.0,04/28/19 13:41,"268 Forest St, San Francisco, CA 94016",1275
178148,ThinkPad Laptop,1.0,999.99,04/24/19 20:12,"208 5th St, Seattle, WA 98101",750
178154,ThinkPad Laptop,1.0,999.99,04/13/19 09:48,"449 Walnut St, Dallas, TX 75001",750
178158,Google Phone,1.0,600.0,04/28/19 21:13,"197 Center St, San Francisco, CA 94016",450
178162,iPhone,1.0,700.0,04/09/19 10:49,"888 North St, Seattle, WA 98101",525
178168,Macbook Pro Laptop,1.0,1700.0,04/21/19 14:48,"583 Washington St, New York City, NY 10001",1275
178188,ThinkPad Laptop,1.0,999.99,04/18/19 14:14,"482 13th St, New York City, NY 10001",750
178194,ThinkPad Laptop,1.0,999.99,04/21/19 11:18,"706 Adams St, Los Angeles, CA 90001",750
178195,Google Phone,1.0,600.0,04/02/19 13:21,"881 Lakeview St, San Francisco, CA 94016",450
178206,ThinkPad Laptop,1.0,999.99,04/06/19 20:55,"929 Elm St, Portland, OR 97035",750
178228,ThinkPad Laptop,1.0,999.99,04/14/19 00:10,"163 Jefferson St, Atlanta, GA 30301",750
178238,iPhone,1.0,700.0,04/23/19 22:09,"392 13th St, San Francisco, CA 94016",525
178242,iPhone,1.0,700.0,04/17/19 15:29,"681 2nd St, Austin, TX 73301",525
178258,iPhone,1.0,700.0,04/22/19 01:00,"479 9th St, Los Angeles, CA 90001",525
178267,Google Phone,1.0,600.0,04/17/19 11:51,"118 Lakeview St, Los Angeles, CA 90001",450
178272,ThinkPad Laptop,1.0,999.99,04/17/19 12:22,"94 Park St, Los Angeles, CA 90001",750
178279,ThinkPad Laptop,1.0,999.99,04/29/19 11:21,"163 1st St, Los Angeles, CA 90001",750
178280,iPhone,1.0,700.0,04/08/19 12:34,"806 Madison St, San Francisco, CA 94016",525
178290,ThinkPad Laptop,1.0,999.99,04/09/19 17:37,"647 Cedar St, Portland, ME 04101",750
178313,iPhone,1.0,700.0,04/11/19 12:27,"686 4th St, Boston, MA 02215",525
178317,Google Phone,1.0,600.0,04/19/19 08:52,"566 Spruce St, San Francisco, CA 94016",450
178326,Google Phone,1.0,600.0,04/20/19 21:21,"81 14th St, New York City, NY 10001",450
178328,Google Phone,1.0,600.0,04/16/19 08:18,"701 South St, Boston, MA 02215",450
178343,Google Phone,1.0,600.0,04/23/19 22:16,"838 Cherry St, Los Angeles, CA 90001",450
178345,LG Washing Machine,1.0,600.0,04/04/19 15:16,"545 12th St, Atlanta, GA 30301",600
178354,Google Phone,1.0,600.0,04/28/19 13:56,"401 Lake St, Seattle, WA 98101",450
178364,iPhone,1.0,700.0,04/16/19 10:21,"754 Sunset St, Portland, OR 97035",525
178365,Google Phone,1.0,600.0,04/10/19 17:39,"413 South St, New York City, NY 10001",450
178377,iPhone,1.0,700.0,04/20/19 04:12,"296 10th St, San Francisco, CA 94016",525
178385,ThinkPad Laptop,1.0,999.99,04/18/19 14:18,"941 Walnut St, Seattle, WA 98101",750
178394,Google Phone,1.0,600.0,04/03/19 11:16,"768 Wilson St, Atlanta, GA 30301",450
178403,Google Phone,1.0,600.0,04/05/19 01:07,"665 Spruce St, New York City, NY 10001",450
178413,ThinkPad Laptop,1.0,999.99,04/21/19 19:10,"629 Maple St, San Francisco, CA 94016",750
178415,Google Phone,1.0,600.0,04/08/19 20:25,"540 Washington St, New York City, NY 10001",450
178422,Macbook Pro Laptop,1.0,1700.0,04/14/19 19:16,"236 North St, Dallas, TX 75001",1275
178423,Google Phone,1.0,600.0,04/08/19 21:08,"402 Church St, San Francisco, CA 94016",450
178447,iPhone,1.0,700.0,04/29/19 20:11,"873 Lincoln St, Seattle, WA 98101",525
178448,ThinkPad Laptop,1.0,999.99,04/30/19 16:21,"153 River St, San Francisco, CA 94016",750
178472,Macbook Pro Laptop,1.0,1700.0,04/03/19 12:35,"789 4th St, San Francisco, CA 94016",1275
178474,Macbook Pro Laptop,1.0,1700.0,04/21/19 19:37,"333 Forest St, Atlanta, GA 30301",1275
178498,ThinkPad Laptop,1.0,999.99,04/24/19 19:31,"375 West St, San Francisco, CA 94016",750
178515,ThinkPad Laptop,1.0,999.99,04/16/19 19:31,"994 Madison St, Seattle, WA 98101",750
178530,iPhone,1.0,700.0,04/21/19 09:57,"109 West St, San Francisco, CA 94016",525
178550,Google Phone,1.0,600.0,04/17/19 14:50,"714 Willow St, San Francisco, CA 94016",450
178573,ThinkPad Laptop,1.0,999.99,04/14/19 10:07,"929 Spruce St, Dallas, TX 75001",750
178584,Macbook Pro Laptop,1.0,1700.0,04/30/19 14:51,"969 10th St, Portland, OR 97035",1275
178592,iPhone,1.0,700.0,04/05/19 22:07,"54 Spruce St, New York City, NY 10001",525
178625,Macbook Pro Laptop,1.0,1700.0,04/27/19 16:10,"161 6th St, San Francisco, CA 94016",1275
178636,Macbook Pro Laptop,1.0,1700.0,04/25/19 13:53,"853 10th St, New York City, NY 10001",1275
178638,ThinkPad Laptop,1.0,999.99,04/27/19 00:24,"807 Elm St, Austin, TX 73301",750
178648,Macbook Pro Laptop,1.0,1700.0,04/23/19 16:11,"669 Walnut St, New York City, NY 10001",1275
178651,Google Phone,1.0,600.0,04/27/19 06:18,"455 Walnut St, San Francisco, CA 94016",450
178670,iPhone,1.0,700.0,04/20/19 19:04,"24 Lincoln St, Dallas, TX 75001",525
178671,iPhone,1.0,700.0,04/29/19 07:22,"349 Lakeview St, San Francisco, CA 94016",525
178696,Macbook Pro Laptop,1.0,1700.0,04/25/19 17:45,"39 9th St, Austin, TX 73301",1275
178707,iPhone,1.0,700.0,04/11/19 18:33,"834 14th St, Los Angeles, CA 90001",525
178713,Google Phone,1.0,600.0,04/27/19 11:11,"933 Church St, Boston, MA 02215",450
178718,ThinkPad Laptop,1.0,999.99,04/23/19 00:56,"481 Cherry St, Los Angeles, CA 90001",750
178719,ThinkPad Laptop,1.0,999.99,04/25/19 07:54,"539 6th St, San Francisco, CA 94016",750
178731,Macbook Pro Laptop,1.0,1700.0,04/02/19 12:01,"918 Walnut St, Los Angeles, CA 90001",1275
178733,LG Dryer,1.0,600.0,04/22/19 11:59,"5 Wilson St, Seattle, WA 98101",600
178734,ThinkPad Laptop,1.0,999.99,04/27/19 14:04,"957 Highland St, Dallas, TX 75001",750
178742,ThinkPad Laptop,1.0,999.99,04/06/19 23:32,"28 Walnut St, Seattle, WA 98101",750
178749,iPhone,1.0,700.0,04/30/19 15:53,"972 Hickory St, San Francisco, CA 94016",525
178754,ThinkPad Laptop,1.0,999.99,04/21/19 16:59,"571 7th St, Los Angeles, CA 90001",750
178759,Macbook Pro Laptop,1.0,1700.0,04/19/19 18:32,"452 10th St, Atlanta, GA 30301",1275
178781,Google Phone,1.0,600.0,04/03/19 16:47,"655 1st St, San Francisco, CA 94016",450
178799,Google Phone,1.0,600.0,04/29/19 18:22,"818 11th St, San Francisco, CA 94016",450
178816,ThinkPad Laptop,1.0,999.99,04/03/19 08:59,"112 Jackson St, Seattle, WA 98101",750
178819,Google Phone,1.0,600.0,04/26/19 16:35,"542 Center St, Los Angeles, CA 90001",450
178821,ThinkPad Laptop,1.0,999.99,04/06/19 20:26,"180 1st St, Los Angeles, CA 90001",750
